"","Phase","recat"
"20350","G1","G1"
"20351","G1","G1"
"20352","S","G1"
"20353","G1","G1"
"20354","S","G1"
"20355","G2M","M"
"20356","G1","G1"
"20357","G1","G1"
"20358","G1","G1"
"20359","G1","G1"
"20360","G1","G1"
"20361","S","G1"
"20362","G1","G1"
"20363","G1","G1"
"20364","G1","G1"
"20365","S","G1"
"20366","G1","G1"
"20367","S","G1"
"20368","G1","G1"
"20369","G2M","G2M"
"20370","G1","G1"
"20371","S","G1"
"20372","S","G1"
"20373","G1","G1"
"20374","G1","G1"
"20375","G1","G1"
"20376","G1","G1"
"20377","S","G1"
"20378","G1","G1"
"20379","G1","G1"
"20380","G1","G1"
"20381","S","G1"
"20382","G2M","G1"
"20383","G1","G1"
"20384","G1","G1"
"20385","G1","G1"
"20386","G2M","G1"
"20387","G1","G1"
"20388","S","G1"
"20389","G2M","M"
"20390","G1","G1"
"20391","G1","G1"
"20392","G1","G1"
"20393","G1","G1"
"20394","G1","G1"
"20395","G2M","G2M"
"20396","G1","G1"
"20397","G1","G1"
"20398","G1","G1"
"20399","S","G1"
"20400","G2M","M"
"20401","G1","G1"
"20402","S","G1"
"20403","G1","G1"
"20404","G1","G1"
"20405","G1","G1"
"20406","G1","G1"
"20407","G1","G1"
"20408","G1","G1"
"20409","G2M","M"
"20410","G1","G1"
"20411","G1","G1"
"20412","S","G1S"
"20413","S","G1"
"20414","G2M","G1"
"20415","S","G1"
"20416","G1","G1"
"20417","G1","G1"
"20418","S","G1"
"20419","S","G1S"
"20420","G1","G1"
"20421","G1","G1"
"20422","G1","G1"
"20423","G1","G1"
"20424","G1","G1"
"20425","G2M","M"
"20426","G1","G1"
"20427","S","G1"
"20428","G2M","M"
"20429","G1","G1"
"20430","G1","G1"
"20431","G1","G1"
"20432","S","G1"
"20433","G1","G1"
"20434","S","G1S"
"20435","G1","G1"
"20436","G1","G1"
"20437","S","G1"
"20438","S","G1"
"20439","G1","G1"
"20440","G1","G1"
"20441","S","G1"
"20442","G1","G1"
"20443","G1","G1"
"20444","G1","G1"
"20445","G1","G1"
"20446","G2M","G1"
"20447","S","G1"
"20448","G2M","G2"
"20449","G2M","M"
"20450","G1","G1"
"20451","G2M","G1"
"20452","G2M","M"
"20453","S","G1"
"20454","G1","G1"
"20455","G1","G1"
"20456","G1","G1"
"20457","S","G1"
"20458","G2M","G1"
"20459","S","G1"
"20460","G2M","M"
"20461","G1","G1"
"20462","G1","G1"
"20463","G1","G1"
"20464","G1","G1"
"20465","G1","G1"
"20466","S","G1"
"20467","G1","G1"
"20468","G1","M"
"20469","G1","G1"
"20470","G1","G1"
"20471","G1","G1"
"20472","G1","G1"
"20473","G2M","G2"
"20474","G2M","G2"
"20475","G1","G1"
"20476","G1","G1"
"20477","G2M","M"
"20478","G1","G1"
"20479","G1","G1"
"20480","G1","G1"
"20481","S","G1"
"20482","G1","G1"
"20483","S","G1"
"20484","S","G1"
"20485","G1","G1"
"20486","G1","G1"
"20487","G2M","M"
"20488","S","G1"
"20489","G1","G1"
"20490","G1","G1"
"20491","G1","G1"
"20492","G1","G1"
"20493","G1","G1"
"20494","G2M","G2M"
"20495","S","S"
"20496","G1","G1"
"20497","G1","G1"
"20498","S","G1"
"20499","S","G1"
"20500","G2M","G1"
"20501","G1","G1"
"20502","S","G1"
"20503","G1","G1"
"20504","S","G1"
"20505","G1","G1"
"20506","G2M","M"
"20507","G1","G1"
"20508","G1","G1"
"20509","G2M","M"
"20510","G1","G1"
"20511","G2M","G2"
"20512","G2M","G1"
"20513","S","G1"
"20514","G2M","M"
"20515","G1","G1"
"20516","G1","G1"
"20517","G2M","M"
"20518","G2M","M"
"20519","G1","G1"
"20520","G2M","M"
"20521","G1","G1"
"20522","G1","G1"
"20523","G2M","M"
"20524","G1","G1"
"20525","G1","G1"
"20526","G1","G1"
"20527","G1","G1"
"20528","S","G1"
"20529","G1","G1"
"20530","G2M","M"
"20531","G2M","G2M"
"20532","G1","G1"
"20533","G2M","M"
"20534","S","M"
"20535","G1","G1"
"20536","G1","G1"
"20537","G1","G1"
"20538","G1","G1"
"20539","G1","G1"
"20540","G1","G1"
"20541","G2M","M"
"20542","S","G1"
"20543","G2M","G2M"
"20544","G2M","G2"
"20545","G1","G1"
"20546","G1","G1"
"20547","S","G1"
"20548","S","G1"
"20549","G2M","M"
"20550","G2M","M"
"20551","G1","G1"
"20552","S","G1"
"20553","G2M","M"
"20554","G2M","M"
"20555","S","G1"
"20556","S","G1"
"20557","G1","G1"
"20558","G1","G1"
"20559","G1","G1"
"20560","G1","G1"
"20561","S","S"
"20562","S","G1"
"20563","G1","M"
"20564","G1","G1"
"20565","S","G1"
"20566","S","G1"
"20567","G2M","M"
"20568","G2M","G1"
"20569","G1","G1"
"20570","G1","G1"
"20571","G1","G1"
"20572","G1","G1"
"20573","G2M","M"
"20574","G1","G1"
"20575","G1","G1"
"20576","G2M","M"
"20577","G2M","G2M"
"20578","S","G1"
"20579","G1","G1"
"20580","G2M","G2M"
"20581","G1","G1"
"20582","G1","G1"
"20583","S","G1S"
"20584","S","G1"
"20585","G1","G1"
"20586","S","G1"
"20587","S","G1"
"20588","G1","G1"
"20589","S","G2"
"20590","S","G1S"
"20591","G2M","G1"
"20592","G1","G1"
"20593","G1","G1"
"20594","G1","G1"
"20595","G1","G1"
"20596","G1","G1"
"20597","G2M","G2M"
"20598","G2M","M"
"20599","G1","G1"
"20600","G2M","M"
"20601","G1","G1"
"20602","G1","G1"
"20603","S","G1"
"20604","G1","G1"
"20605","G1","G1"
"20606","S","S"
"20607","G2M","G2M"
"20608","G2M","M"
"20609","G1","G1"
"20610","G2M","G2M"
"20611","G2M","G1"
"20612","G1","G1"
"20613","G1","G1"
"20614","G1","G1"
"20615","G1","G1"
"20616","G1","G1"
"20617","S","G1"
"20618","G1","G1"
"20619","G2M","M"
"20620","G1","G1"
"20621","G1","G1"
"20622","G2M","M"
"20623","S","G1S"
"20624","G1","G1"
"20625","G1","G1"
"20626","G2M","G2"
"20627","G1","G1"
"20628","G1","G1"
"20629","G1","G1"
"20630","G1","G1"
"20631","G1","G1"
"20632","S","G1"
"20633","G1","G1"
"20634","G1","G1"
"20635","G2M","G2"
"20636","G1","G1"
"20637","G2M","M"
"20638","S","G1S"
"20639","S","G1"
"20640","S","G2"
"20641","G1","G1"
"20642","G1","G1"
"20643","G2M","M"
"20644","G1","G1"
"20645","S","G1"
"20646","G2M","M"
"20647","G2M","G2"
"20648","G2M","M"
"20649","G1","G1"
"20650","G1","G1"
"20651","G1","G1"
"20652","S","G1"
"20653","G1","G1"
"20654","G1","G1"
"20655","G2M","M"
"20656","S","G1"
"20657","S","G1"
"20658","G1","G1"
"20659","G1","G1"
"20660","G2M","M"
"20661","G1","G1"
"20662","G1","G1"
"20663","G2M","G2M"
"20664","G2M","G2M"
"20665","G2M","G2M"
"20666","S","G1"
"20667","G1","G1"
"20668","S","G1S"
"20669","G1","G1"
"20670","G1","G1"
"20671","S","G1"
"20672","G1","G1"
"20673","G1","G1"
"20674","G1","G1"
"20675","G1","G1"
"20676","G1","G1"
"20677","S","G1"
"20678","G1","G1"
"20679","G1","G1"
"20680","G2M","M"
"20681","S","G1"
"20682","S","G2M"
"20683","G2M","M"
"20684","G2M","M"
"20685","G2M","M"
"20686","S","G1S"
"20687","S","G1"
"20688","G2M","G1"
"20689","S","G1"
"20690","G1","G1"
"20691","G1","G1"
"20692","S","G1"
"20693","G1","G1"
"20694","S","G1"
"20695","G1","G1"
"20696","S","G1"
"20697","G1","G1"
"20698","G1","G1"
"20699","S","G1S"
"20700","G1","G1"
"20701","G1","G1"
"20702","G1","G1"
"20703","G1","G1"
"20704","G1","G1"
"20705","G2M","M"
"20706","G1","G1"
"20707","S","G1"
"20708","S","G1"
"20709","G2M","M"
"20710","G1","G1"
"20711","G1","G1"
"20712","S","G1S"
"20713","G1","G1"
"20714","G1","G1"
"20715","G1","G1"
"20716","G1","G1"
"20717","G1","G1"
"20718","S","G1"
"20719","G1","G1"
"20720","G1","G1"
"20721","G1","G1"
"20722","G1","G1"
"20723","G1","G1"
"20724","S","G1"
"20725","G1","G1"
"20726","S","G1"
"20727","G1","G1"
"20728","G2M","M"
"20729","G2M","G2M"
"20730","G2M","M"
"20731","G1","G1"
"20732","S","G1"
"20733","G2M","M"
"20734","S","S"
"20735","G2M","M"
"20736","G1","G1"
"20737","G1","G1"
"20738","S","G1"
"20739","S","G1"
"20740","G1","G1"
"20741","G1","G1"
"20742","G2M","G1"
"20743","G1","G1"
"20744","G1","G1"
"20745","G1","G1"
"20746","G2M","M"
"20747","S","G1"
"20748","G1","G1"
"20749","G1","G1"
"20750","G1","G1"
"20751","S","S"
"20752","G2M","M"
"20753","G2M","G1"
"20754","G1","G1"
"20755","G1","G1"
"20756","S","G1"
"20757","G1","G1"
"20758","G1","G1"
"20759","G1","G1"
"20760","S","G1"
"20761","G1","G1"
"20762","S","S"
"20763","G1","G1"
"20764","S","G1"
"20765","G1","G1"
"20766","G1","G1"
"20767","G1","G1"
"20768","G1","G1"
"20769","G1","G1"
"20770","G1","G1"
"20771","G1","G1"
"20772","G1","G1"
"20773","S","G1S"
"20774","G1","G1"
"20775","G1","G1"
"20776","G2M","M"
"20777","G2M","G2M"
"20778","G1","G1"
"20779","S","G1"
"20780","G1","G1"
"20781","S","G1"
"20782","G1","G1"
"20783","S","G1"
"20784","G1","G1"
"20785","S","G1"
"20786","S","G1"
"20787","G1","G1"
"20788","G2M","M"
"20789","G1","G1"
"20790","G1","G1"
"20791","G1","G1"
"20792","G2M","M"
"20793","S","G1"
"20794","G2M","G1"
"20795","G2M","G2M"
"20796","G1","G1"
"20797","S","G1"
"20798","G1","G1"
"20799","G1","G1"
"20800","G1","G1"
"20801","G1","G1"
"20802","G1","G1"
"20803","G2M","G2M"
"20804","S","G1S"
"20805","G1","G1"
"20806","G1","G1"
"20807","G1","G1"
"20808","S","G1"
"20809","S","G1"
"20810","G1","G1"
"20811","G2M","M"
"20812","G1","G1"
"20813","G2M","M"
"20814","G2M","M"
"20815","G2M","M"
"20816","G1","G1"
"20817","G2M","M"
"20818","G1","G1"
"20819","G1","G2M"
"20820","S","G1"
"20821","G1","G1"
"20822","G2M","M"
"20823","S","G1"
"20824","G1","G1"
"20825","S","G1"
"20826","G1","G1"
"20827","G2M","G2M"
"20828","S","S"
"20829","G1","M"
"20830","S","G1"
"20831","G2M","G2M"
"20832","S","G1"
"20833","G2M","G1"
"20834","G1","G1"
"20835","G1","G1"
"20836","G1","G1"
"20837","G1","G1"
"20838","S","G1"
"20839","G1","G1"
"20840","G1","G1"
"20841","G2M","G2"
"20842","G1","G1"
"20843","G2M","M"
"20844","G2M","G2M"
"20845","G1","G1"
"20846","G1","G1"
"20847","S","G1"
"20848","G1","G1"
"20849","G1","G1"
"20850","G1","G1"
"20851","G1","G1"
"20852","G1","G1"
"20853","G2M","G2M"
"20854","G1","G1"
"20855","G2M","M"
"20856","G1","G1"
"20857","G1","G1"
"20858","S","G1"
"20859","G2M","M"
"20860","G1","G1"
"20861","G1","G1"
"20862","G2M","M"
"20863","G1","G1"
"20864","G1","G1"
"20865","G1","G1"
"20866","G1","G1"
"20867","G1","G1"
"20868","G1","G1"
"20869","G1","G1"
"20870","G1","G1"
"20871","G1","G1"
"20872","S","S"
"20873","G2M","G2M"
"20874","G1","G1"
"20875","G2M","M"
"20876","G1","G1"
"20877","G1","G1"
"20878","S","G1"
"20879","G1","G1"
"20880","G1","G1"
"20881","G2M","M"
"20882","G2M","G1"
"20883","G2M","G1"
"20884","G1","G1"
"20885","G1","G1"
"20886","G1","G1"
"20887","G2M","M"
"20888","S","G1"
"20889","G1","G1"
"20890","S","G1S"
"20891","G1","G1"
"20892","G1","G1"
"20893","G1","G1"
"20894","G2M","M"
"20895","G1","G1"
"20896","G1","G1"
"20897","G1","G1"
"20898","G1","G1"
"20899","G1","G1"
"20900","G1","G1"
"20901","G1","G1"
"20902","G2M","M"
"20903","S","G1"
"20904","G1","G1"
"20905","G1","G1"
"20906","G1","G1"
"20907","G2M","M"
"20908","S","G1"
"20909","G1","G1"
"20910","G1","G1"
"20911","G1","G1"
"20912","S","G1"
"20913","G1","G1"
"20914","G1","G1"
"20915","G1","G1"
"20916","G1","G1"
"20917","G1","G1"
"20918","G1","G1"
"20919","S","G1"
"20920","S","G1S"
"20921","G1","G1"
"20922","S","G1"
"20923","G1","G1"
"20924","G1","G1"
"20925","S","G1"
"20926","G1","G1"
"20927","G1","G1"
"20928","S","G1"
"20929","G1","G1"
"20930","G1","G1"
"20931","G1","G1"
"20932","G1","G1"
"20933","G1","G1"
"20934","G1","G1"
"20935","S","G1"
"20936","S","G1"
"20937","G1","G1"
"20938","G1","G1"
"20939","G1","G1"
"20940","G1","G1"
"20941","G1","G1"
"20942","G1","G1"
"20943","G1","G1"
"20944","G1","G1"
"20945","G1","G1"
"20946","G2M","M"
"20947","G1","G1"
"20948","G2M","G2M"
"20949","G1","G1"
"20950","G1","G1"
"20951","G1","G1"
"20952","S","G1"
"20953","G2M","G1"
"20954","G2M","M"
"20955","G1","G1"
"20956","G1","G1"
"20957","G1","G1"
"20958","G2M","G1"
"20959","S","G1"
"20960","G2M","G2M"
"20961","S","G1"
"20962","G2M","G2M"
"20963","G1","G1"
"20964","G2M","S"
"20965","G2M","S"
"20966","G1","G1"
"20967","S","G1"
"20968","G2M","M"
"20969","G2M","M"
"20970","G1","G1"
"20971","G1","G1"
"20972","G2M","G2M"
"20973","G1","G1"
"20974","G1","G1"
"20975","G1","G1"
"20976","G1","G1"
"20977","G1","G1"
"20978","G1","G1"
"20979","S","G1"
"20980","G2M","G1"
"20981","G1","G1"
"20982","S","G1"
"20983","G1","G1"
"20984","G1","G1"
"20985","G2M","M"
"20986","G2M","M"
"20987","G1","G1"
"20988","G2M","G1"
"20989","G1","G1"
"20990","S","G1"
"20991","G1","G1"
"20992","G1","G1"
"20993","S","G1"
"20994","G2M","M"
"20995","G1","G1"
"20996","G1","G1"
"20997","G1","G1S"
"20998","S","G1"
"20999","G1","G1"
"21000","G1","G1"
"21001","G2M","G1"
"21002","G1","G1"
"21003","G1","G1"
"21004","G2M","G2"
"21005","G2M","M"
"21006","G1","G1"
"21007","G1","G1"
"21008","G2M","M"
"21009","G1","G1"
"21010","G1","G1"
"21011","G1","G1"
"21012","G1","G1"
"21013","S","G1"
"21014","G1","G1"
"21015","G1","G1"
"21016","S","S"
"21017","G2M","M"
"21018","G1","G1"
"21019","G1","G1"
"21020","S","S"
"21021","S","G1"
"21022","G1","G1"
"21023","G1","G1"
"21024","G1","G1"
"21025","G1","G1"
"21026","G1","G1"
"21027","G1","G1"
"21028","G2M","M"
"21029","G2M","M"
"21030","G1","G1"
"21031","G1","G1"
"21032","G1","G1"
"21033","G2M","M"
"21034","G1","G1"
"21035","G1","G1"
"21036","G1","G1"
"21037","G2M","M"
"21038","G1","G1"
"21039","G1","G1"
"21040","G1","G1"
"21041","G1","G1"
"21042","G1","G1"
"21043","G1","G1"
"21044","G1","G1"
"21045","G1","G1"
"21046","G2M","M"
"21047","G2M","G1"
"21048","G1","G1"
"21049","S","G1S"
"21050","S","G1S"
"21051","G1","G1"
"21052","S","G1"
"21053","G1","G1"
"21054","G1","G1"
"21055","G1","G1"
"21056","G1","G1"
"21057","G1","G1"
"21058","G1","G1"
"21059","G1","G1"
"21060","G1","G1"
"21061","G1","G1"
"21062","G1","G1"
"21063","G1","G1"
"21064","G2M","G2"
"21065","G1","G1"
"21066","G1","G1"
"21067","G2M","M"
"21068","G2M","M"
"21069","S","G1"
"21070","G1","G1"
"21071","S","G1"
"21072","G2M","M"
"21073","G1","G1"
"21074","S","G1"
"21075","G2M","G1"
"21076","G2M","G1"
"21077","G1","G1"
"21078","S","G1"
"21079","G1","G1"
"21080","G1","G1"
"21081","G1","G1"
"21082","S","G1"
"21083","G1","G1"
"21084","S","G1"
"21085","G1","G1"
"21086","G2M","M"
"21087","G1","G1"
"21088","S","G1S"
"21089","G1","G1"
"21090","G2M","M"
"21091","G1","G1"
"21092","G1","G1"
"21093","S","G1"
"21094","G1","G1"
"21095","S","G1"
"21096","S","G1"
"21097","G1","G1"
"21098","G2M","M"
"21099","G1","G1"
"21100","G1","G1"
"21101","G1","G1"
"21102","G1","G1"
"21103","G1","G1"
"21104","G1","G1"
"21105","G1","G1"
"21106","G1","G1"
"21107","G1","G1"
"21108","S","G1S"
"21109","S","G1S"
"21110","G1","G1"
"21111","G1","G1"
"21112","G1","G1"
"21113","G1","G1"
"21114","S","G1"
"21115","G2M","M"
"21116","G1","G1"
"21117","S","M"
"21118","G1","G1"
"21119","G2M","M"
"21120","G1","G1"
"21121","G2M","M"
"21122","G2M","M"
"21123","G1","G1"
"21124","S","G1S"
"21125","S","G1"
"21126","G1","G1"
"21127","G1","G1"
"21128","G2M","M"
"21129","G1","G1"
"21130","S","G1"
"21131","G2M","G2M"
"21132","G1","G1"
"21133","S","G1"
"21134","G1","G1"
"21135","G2M","M"
"21136","G1","S"
"21137","G1","G1"
"21138","S","G1"
"21139","G1","G1"
"21140","S","G1"
"21141","S","G1"
"21142","S","S"
"21143","S","G1"
"21144","G2M","G2M"
"21145","S","G1"
"21146","S","G1"
"21147","G1","G1"
"21148","G1","G1"
"21149","S","M"
"21150","G1","G1"
"21151","G2M","M"
"21152","G1","G1"
"21153","S","G1"
"21154","G1","G1"
"21155","G2M","M"
"21156","G2M","M"
"21157","G1","G1"
"21158","G2M","M"
"21159","S","G1"
"21160","G1","G1"
"21161","G2M","G1"
"21162","G1","G1"
"21163","G1","G1"
"21164","G1","G1"
"21165","G1","G1"
"21166","G1","M"
"21167","G2M","G1"
"21168","G1","G1"
"21169","G1","G1"
"21170","S","G1"
"21171","S","G1"
"21172","G1","G1"
"21173","G1","G1"
"21174","G1","G1"
"21175","G1","G1"
"21176","S","G1"
"21177","G2M","G1"
"21178","G1","G1"
"21179","G2M","M"
"21180","S","S"
"21181","G1","G1"
"21182","G2M","G1"
"21183","G2M","M"
"21184","G1","G1"
"21185","G1","G1"
"21186","G1","G1"
"21187","G1","G1"
"21188","G1","G1"
"21189","S","G1"
"21190","G2M","G2M"
"21191","G1","G1"
"21192","G1","G1"
"21193","G2M","M"
"21194","G2M","G2M"
"21195","G1","G1"
"21196","G2M","S"
"21197","G1","G1"
"21198","G1","G1"
"21199","G1","G1"
"21200","G1","G1"
"21201","G1","G1"
"21202","G1","G1"
"21203","G1","G1"
"21204","G1","G1"
"21205","G1","G1"
"21206","G2M","M"
"21207","G1","G1"
"21208","S","G1"
"21209","S","G1"
"21210","G1","G1"
"21211","G1","G1"
"21212","S","G1"
"21213","G1","G1"
"21214","G2M","G1"
"21215","G1","G1"
"21216","G1","G1"
"21217","G2M","G2M"
"21218","G1","G1"
"21219","S","G1"
"21220","G1","G1"
"21221","G2M","M"
"21222","S","G1S"
"21223","G1","G1"
"21224","G1","G1"
"21225","S","G1"
"21226","S","S"
"21227","G1","G1"
"21228","G1","G1"
"21229","G2M","G2M"
"21230","S","G1"
"21231","G1","G1"
"21232","G1","G1"
"21233","G2M","M"
"21234","S","G1S"
"21235","G1","G1"
"21236","G2M","M"
"21237","G1","G1"
"21238","G1","G1"
"21239","G1","G1"
"21240","G1","G1"
"21241","G1","G1"
"21242","G1","G1"
"21243","G1","G1"
"21244","G1","G1"
"21245","G2M","G1"
"21246","G1","G1"
"21247","S","G1"
"21248","S","G1"
"21249","G1","G1"
"21250","S","S"
"21251","G1","G1"
"21252","G1","G1"
"21253","S","M"
"21254","G1","G1"
"21255","S","G1"
"21256","S","G1"
"21257","S","G1"
"21258","G1","G1"
"21259","G1","G1"
"21260","S","G2"
"21261","S","G1"
"21262","G2M","M"
"21263","G2M","G2M"
"21264","S","S"
"21265","S","G1S"
"21266","G1","G1"
"21267","G2M","M"
"21268","G1","G1"
"21269","G1","G1"
"21270","G1","G1"
"21271","G1","G1"
"21272","S","G1"
"21273","G1","G1"
"21274","G1","G1"
"21275","G1","G1"
"21276","G2M","M"
"21277","G1","G1"
"21278","G1","G1"
"21279","G1","G1"
"21280","G1","G1"
"21281","G1","G1"
"21282","G1","G1"
"21283","G1","G1"
"21284","G1","G1"
"21285","G1","G1"
"21286","S","M"
"21287","G2M","G1"
"21288","G2M","G2"
"21289","G1","G1"
"21290","G1","G1"
"21291","G2M","M"
"21292","G1","G1"
"21293","G1","G1"
"21294","S","G1"
"21295","G2M","G1"
"21296","G1","G1"
"21297","G1","G1"
"21298","S","G1"
"21299","S","G1S"
"21300","G1","G1"
"21301","G2M","M"
"21302","G2M","M"
"21303","G1","G1"
"21304","G2M","G1S"
"21305","G1","G1"
"21306","G1","G1"
"21307","S","G1"
"21308","G2M","M"
"21309","G1","G1"
"21310","S","G1"
"21311","G2M","M"
"21312","G1","G1"
"21313","G2M","M"
"21314","G2M","G1"
"21315","S","G1"
"21316","G1","G1"
"21317","G2M","G1"
"21318","G2M","G1"
"21319","G1","M"
"21320","G1","G1"
"21321","G2M","M"
"21322","S","G1"
"21323","G2M","M"
"21324","S","G1"
"21325","G1","G1"
"21326","G2M","M"
"21327","S","G1"
"21328","G1","G1"
"21329","G2M","M"
"21330","G1","G1"
"21331","S","G2"
"21332","G1","G1"
"21333","G1","G1"
"21334","G1","G1"
"21335","G1","G1"
"21336","S","G1"
"21337","G1","G1"
"21338","G1","G1"
"21339","S","G1"
"21340","G1","G1"
"21341","G1","G1"
"21342","G2M","M"
"21343","S","G1"
"21344","G1","G1"
"21345","G1","G1"
"21346","S","G1"
"21347","G1","G1"
"21348","G1","G1"
"21349","S","G2"
"21350","G1","G1"
"21351","G1","G1"
"21352","S","S"
"21353","G1","G1"
"21354","S","G1"
"21355","S","G1"
"21356","G1","G1"
"21357","G1","G1"
"21358","G2M","M"
"21359","S","G1S"
"21360","S","G1"
"21361","G1","G1"
"21362","G1","G1"
"21363","G2M","M"
"21364","G1","G1"
"21365","G1","G1"
"21366","S","G1S"
"21367","S","G1"
"21368","G2M","M"
"21369","G1","G1"
"21370","S","G1"
"21371","G2M","M"
"21372","G2M","M"
"21373","G1","G1"
"21374","G1","G1"
"21375","G1","G1"
"21376","G2M","M"
"21377","G2M","M"
"21378","G2M","M"
"21379","S","S"
"21380","G1","G1"
"21381","S","G1"
"21382","G1","G1"
"21383","G1","G1"
"21384","G2M","G2M"
"21385","S","G1"
"21386","G2M","M"
"21387","G1","G1"
"21388","G1","G1"
"21389","G2M","M"
"21390","G1","G1"
"21391","G1","G1"
"21392","S","M"
"21393","S","G1"
"21394","S","G1S"
"21395","G1","G1"
"21396","G1","G1"
"21397","G1","G1"
"21398","G2M","G2M"
"21399","S","S"
"21400","G1","G1"
"21401","S","G1"
"21402","G1","G1"
"21403","G1","G1"
"21404","S","G1S"
"21405","G1","G1"
"21406","G1","G1"
"21407","G2M","M"
"21408","G1","G1S"
"21409","G1","G1"
"21410","S","G1"
"21411","S","G1"
"21412","S","G1"
"21413","G1","G1"
"21414","S","G1S"
"21415","G1","G1"
"21416","S","G1"
"21417","G1","G1"
"21418","G1","G1"
"21419","S","G1"
"21420","G2M","M"
"21421","G1","G1"
"21422","G1","G1"
"21423","G1","G1"
"21424","G1","G1"
"21425","G1","G1"
"21426","G2M","M"
"21427","S","G1"
"21428","G2M","M"
"21429","G1","G1"
"21430","S","G1"
"21431","G2M","S"
"21432","S","G1"
"21433","G2M","G2M"
"21434","G1","G1"
"21435","S","G1"
"21436","S","G1"
"21437","G1","G1"
"21438","G2M","M"
"21439","G1","G1"
"21440","G1","G1"
"21441","G2M","G1"
"21442","S","G1"
"21443","G2M","M"
"21444","G1","G1"
"21445","G1","G1"
"21446","G1","G1"
"21447","G1","G1"
"21448","G1","G1"
"21449","G1","G1"
"21450","G1","G1"
"21451","G1","G1"
"21452","G2M","M"
"21453","G2M","G2M"
"21454","S","G1"
"21455","G1","G1"
"21456","S","G1"
"21457","G1","G1"
"21458","G1","G1"
"21459","G1","G1"
"21460","S","G1"
"21461","G1","G1"
"21462","G1","G1"
"21463","S","G1"
"21464","G1","G1"
"21465","G1","G1"
"21466","S","G2M"
"21467","G1","G1"
"21468","G1","G1"
"21469","G1","G1"
"21470","G2M","G2"
"21471","G2M","M"
"21472","G1","G1"
"21473","G1","G1"
"21474","G1","G1"
"21475","G1","G1"
"21476","G1","G1"
"21477","S","S"
"21478","G1","G1"
"21479","G1","G1"
"21480","G1","G1"
"21481","G2M","M"
"21482","G1","G1"
"21483","G2M","G1"
"21484","G1","G1"
"21485","G1","G1"
"21486","S","G1"
"21487","G1","G1"
"21488","G2M","M"
"21489","S","G1"
"21490","G1","G1"
"21491","G1","G1"
"21492","G1","G1"
"21493","G2M","M"
"21494","G1","G1"
"21495","S","G1"
"21496","G1","G1"
"21497","G2M","M"
"21498","G1","G1"
"21499","G1","G1"
"21500","G2M","M"
"21501","S","G1"
"21502","G2M","G2"
"21503","G1","G1"
"21504","G2M","G2M"
"21505","G1","G1"
"21506","G1","G1"
"21507","G1","G1"
"21508","G1","G1"
"21509","G1","G1"
"21510","S","G1"
"21511","S","G1"
"21512","G1","G1"
"21513","G1","G1"
"21514","G2M","M"
"21515","G1","G1"
"21516","S","G1S"
"21517","G2M","M"
"21518","G1","G1"
"21519","G1","G1"
"21520","G1","G1"
"21521","S","G1"
"21522","G1","M"
"21523","G1","G1"
"21524","G1","G1"
"21525","G2M","M"
"21526","G1","G1"
"21527","G1","G1"
"21528","G1","G1"
"21529","S","G1"
"21530","G1","G1"
"21531","G1","G1"
"21532","S","G1"
"21533","G2M","M"
"21534","G2M","M"
"21535","G1","G1"
"21536","G2M","G2"
"21537","G1","G1"
"21538","G2M","M"
"21539","G1","G1"
"21540","G1","G1"
"21541","G2M","M"
"21542","G1","G1"
"21543","G2M","M"
"21544","G1","G1"
"21545","G2M","G1"
"21546","G1","G1"
"21547","G1","G1"
"21548","G1","G1"
"21549","G1","G1"
"21550","G1","G1"
"21551","G1","G1"
"21552","S","G1"
"21553","G1","G1"
"21554","S","S"
"21555","G1","G1"
"21556","S","G1"
"21557","G1","G1"
"21558","G1","G1"
"21559","G1","G1"
"21560","G1","G1"
"21561","G1","G1"
"21562","G1","G1"
"21563","G2M","M"
"21564","G1","G1"
"21565","G2M","M"
"21566","G2M","G2M"
"21567","G2M","M"
"21568","G1","G1"
"21569","G1","G1"
"21570","G1","G1"
"21571","S","G1"
"21572","S","G1"
"21573","S","G1"
"21574","G1","G1"
"21575","G1","G1"
"21576","S","G1"
"21577","G1","G1"
"21578","G1","G1"
"21579","G1","G1"
"21580","G2M","S"
"21581","S","G1"
"21582","G1","G1"
"21583","G1","G1"
"21584","G1","G1"
"21585","G1","G1"
"21586","G2M","M"
"21587","G1","G1"
"21588","G1","G1"
"21589","G1","G1"
"21590","G2M","M"
"21591","G1","G1"
"21592","G1","G1"
"21593","G1","G1"
"21594","G2M","G2M"
"21595","G1","G1"
"21596","G1","G1"
"21597","S","G1"
"21598","G1","G1"
"21599","G2M","M"
"21600","S","G1"
"21601","S","G1"
"21602","G2M","M"
"21603","G1","G1"
"21604","G1","G1"
"21605","G1","G1"
"21606","G1","G1"
"21607","S","M"
"21608","G2M","G2M"
"21609","S","G1"
"21610","G2M","M"
"21611","G2M","G2M"
"21612","G1","G1"
"21613","G1","G1"
"21614","G1","G1"
"21615","G1","G1"
"21616","G1","G1"
"21617","G2M","M"
"21618","G1","G1"
"21619","G1","G1"
"21620","G1","G1"
"21621","G2M","M"
"21622","G1","G1"
"21623","G1","G1"
"21624","G2M","M"
"21625","G1","G1"
"21626","G1","G1"
"21627","S","G1"
"21628","S","G1S"
"21629","G2M","G1"
"21630","G1","G1"
"21631","S","G1"
"21632","G1","G1"
"21633","G1","G1"
